ID_Edificacion,Nombre_Patrimonio,Ciudad,Departamento,Edad_Estructura_Anios,Material_Principal,Precipitacion_Anual_mm,Humedad_Prom_Anual_pct,PM10_Promedio_ugm3,Distancia_Via_Principal_m,Nivel_Deterioro_Actual
BIC-1038,Edificacion_Patrimonial_1038,Cali,Valle del Cauca,75,Ladrillo,1384.0,73.7,47.8,86.1,Bajo
BIC-1039,Edificacion_Patrimonial_1039,Villa de Leyva,Boyacá,132,Adobe_Tapia,906.9,66.0,41.9,78.9,Bajo
BIC-1040,Edificacion_Patrimonial_1040,Villa de Leyva,Boyacá,96,Adobe_Tapia,877.5,60.6,-6.0,5.4,Bajo
BIC-1041,Edificacion_Patrimonial_1041,Barichara,Santander,206,Piedra_Ladrillo,1411.3,66.0,6.5,18.4,Medio
BIC-1042,Edificacion_Patrimonial_1042,Cartagena,Bolívar,136,Adobe_Tapia,914.0,77.1,26.7,103.6,Medio
BIC-1043,Edificacion_Patrimonial_1043,Villa de Leyva,Boyacá,233,Piedra_Ladrillo,948.8,61.3,16.6,32.0,Bajo
BIC-1044,Edificacion_Patrimonial_1044,Popayán,Cauca,154,Mamposteria,2128.5,75.2,25.2,84.2,Bajo
BIC-1045,Edificacion_Patrimonial_1045,Cartagena,Bolívar,50,Ladrillo,1254.2,82.8,39.0,6.7,Medio
BIC-1046,Edificacion_Patrimonial_1046,Popayán,Cauca,50,Ladrillo,2079.0,65.6,8.2,87.3,Bajo
BIC-1047,Edificacion_Patrimonial_1047,Barichara,Santander,67,Adobe_Tapia,1056.0,68.4,15.1,109.1,Bajo
BIC-1048,Edificacion_Patrimonial_1048,Tunja,Boyacá,190,Ladrillo,631.1,66.2,29.0,75.5,Bajo
BIC-1049,Edificacion_Patrimonial_1049,Medellín,Antioquia,324,Piedra_Ladrillo,1581.3,76.1,63.8,32.8,Medio
BIC-1050,Edificacion_Patrimonial_1050,Bogotá,Cundinamarca,82,Piedra_Concreto,853.3,82.5,49.8,118.2,Bajo
BIC-1051,Edificacion_Patrimonial_1051,Popayán,Cauca,50,Piedra_Coralina,2097.8,83.6,23.1,115.3,Bajo
BIC-1052,Edificacion_Patrimonial_1052,Tunja,Boyacá,132,Adobe_Tapia,678.6,63.4,27.4,37.8,Bajo
BIC-1053,Edificacion_Patrimonial_1053,Cartagena,Bolívar,206,Piedra_Concreto,1051.9,81.3,30.8,194.2,Bajo
BIC-1054,Edificacion_Patrimonial_1054,Cali,Valle del Cauca,50,Ladrillo,1436.1,63.5,32.5,247.0,Bajo
BIC-1055,Edificacion_Patrimonial_1055,Santa Marta,Magdalena,152,Adobe_Tapia,1140.8,79.9,32.9,6.0,Medio
BIC-1056,Edificacion_Patrimonial_1056,Popayán,Cauca,115,Piedra_Concreto,1937.4,74.1,33.9,89.4,Bajo
BIC-1057,Edificacion_Patrimonial_1057,Cartagena,Bolívar,166,Piedra_Ladrillo,1060.1,82.2,45.4,149.0,Bajo
BIC-1058,Edificacion_Patrimonial_1058,Cartagena,Bolívar,289,Adobe_Tapia,1255.4,73.3,37.2,2.1,Medio
BIC-1059,Edificacion_Patrimonial_1059,Santa Marta,Magdalena,226,Adobe_Tapia,1212.5,79.9,35.1,6.6,Medio
BIC-1060,Edificacion_Patrimonial_1060,Bogotá,Cundinamarca,246,Piedra_Ladrillo,858.3,78.1,52.2,21.2,Medio
BIC-1061,Edificacion_Patrimonial_1061,Tunja,Boyacá,50,Mamposteria,820.4,64.4,16.5,30.8,Bajo
BIC-1062,Edificacion_Patrimonial_1062,Bogotá,Cundinamarca,175,Piedra_Concreto,853.0,79.0,49.0,5.7,Medio
BIC-1063,Edificacion_Patrimonial_1063,Medellín,Antioquia,88,Adobe_Tapia,1656.8,73.1,65.0,104.3,Bajo
BIC-1064,Edificacion_Patrimonial_1064,Villa de Leyva,Boyacá,152,Mamposteria,980.6,65.4,7.8,13.6,Medio
BIC-1065,Edificacion_Patrimonial_1065,Cali,Valle del Cauca,111,Mamposteria,1733.9,72.8,31.0,300.6,Bajo
BIC-1066,Edificacion_Patrimonial_1066,Santa Marta,Magdalena,51,Ladrillo,790.1,83.7,45.5,35.5,Bajo
BIC-1067,Edificacion_Patrimonial_1067,Cali,Valle del Cauca,50,Ladrillo,1436.4,71.7,44.3,25.1,Medio
BIC-1068,Edificacion_Patrimonial_1068,Cartagena,Bolívar,97,Piedra_Coralina,1111.0,81.7,26.7,2.0,Medio
BIC-1069,Edificacion_Patrimonial_1069,Popayán,Cauca,161,Piedra_Coralina,2109.8,80.2,33.4,5.4,Medio
BIC-1070,Edificacion_Patrimonial_1070,Bogotá,Cundinamarca,191,Piedra_Coralina,882.6,75.2,69.3,26.5,Alto
BIC-1071,Edificacion_Patrimonial_1071,Cali,Valle del Cauca,188,Adobe_Tapia,1552.9,69.5,38.4,157.3,Bajo
BIC-1072,Edificacion_Patrimonial_1072,Medellín,Antioquia,116,Piedra_Coralina,1755.8,69.0,72.0,231.9,Bajo
BIC-1073,Edificacion_Patrimonial_1073,Medellín,Antioquia,140,Ladrillo,1628.9,71.7,63.3,61.6,Bajo
BIC-1074,Edificacion_Patrimonial_1074,Cali,Valle del Cauca,52,Mamposteria,1522.0,72.8,27.5,9.0,Bajo
BIC-1075,Edificacion_Patrimonial_1075,Santa Marta,Magdalena,160,Piedra_Coralina,1271.8,79.1,18.7,40.7,Medio
BIC-1076,Edificacion_Patrimonial_1076,Barichara,Santander,354,Mamposteria,1165.0,57.6,29.0,5.4,Medio
BIC-1077,Edificacion_Patrimonial_1077,Bogotá,Cundinamarca,88,Piedra_Coralina,727.2,76.5,42.3,16.8,Medio
BIC-1078,Edificacion_Patrimonial_1078,Barichara,Santander,259,Piedra_Ladrillo,1000.1,51.7,25.9,54.5,Bajo
BIC-1079,Edificacion_Patrimonial_1079,Cartagena,Bolívar,140,Adobe_Tapia,1051.6,83.1,30.5,252.6,Medio
BIC-1080,Edificacion_Patrimonial_1080,Cali,Valle del Cauca,87,Adobe_Tapia,1340.6,78.0,46.8,284.6,Medio
BIC-1081,Edificacion_Patrimonial_1081,Bogotá,Cundinamarca,120,Piedra_Ladrillo,861.4,70.4,72.3,63.6,Medio
BIC-1082,Edificacion_Patrimonial_1082,Popayán,Cauca,131,Piedra_Concreto,2243.9,73.5,9.8,192.7,Bajo
BIC-1083,Edificacion_Patrimonial_1083,Mompox,Bolívar,82,Piedra_Ladrillo,1292.6,82.3,9.9,253.5,Bajo
BIC-1084,Edificacion_Patrimonial_1084,Mompox,Bolívar,230,Mamposteria,1443.7,75.5,27.3,164.6,Bajo
BIC-1085,Edificacion_Patrimonial_1085,Cali,Valle del Cauca,67,Piedra_Coralina,1486.2,73.5,34.2,275.8,Bajo
BIC-1086,Edificacion_Patrimonial_1086,Santa Marta,Magdalena,210,Piedra_Coralina,940.6,76.1,38.1,3.7,Medio
BIC-1087,Edificacion_Patrimonial_1087,Villa de Leyva,Boyacá,173,Adobe_Tapia,849.3,62.4,6.0,69.7,Bajo
BIC-1088,Edificacion_Patrimonial_1088,Popayán,Cauca,104,Piedra_Ladrillo,2133.5,76.0,-0.5,77.8,Bajo
BIC-1089,Edificacion_Patrimonial_1089,Popayán,Cauca,115,Piedra_Concreto,2141.6,81.0,34.6,81.2,Bajo
BIC-1090,Edificacion_Patrimonial_1090,Medellín,Antioquia,91,Piedra_Ladrillo,1816.7,70.0,51.3,74.4,Bajo
BIC-1091,Edificacion_Patrimonial_1091,Cali,Valle del Cauca,50,Piedra_Concreto,1600.3,73.9,53.4,8.9,Medio
BIC-1092,Edificacion_Patrimonial_1092,Cali,Valle del Cauca,276,Piedra_Concreto,1449.0,72.9,59.6,225.1,Medio
BIC-1093,Edificacion_Patrimonial_1093,Popayán,Cauca,102,Mamposteria,1944.1,82.1,29.2,9.3,Medio
BIC-1094,Edificacion_Patrimonial_1094,Cali,Valle del Cauca,117,Adobe_Tapia,1561.6,70.3,38.2,54.1,Bajo
BIC-1095,Edificacion_Patrimonial_1095,Cartagena,Bolívar,84,Mamposteria,936.6,79.9,27.6,84.9,Bajo
BIC-1096,Edificacion_Patrimonial_1096,Santa Marta,Magdalena,50,Piedra_Coralina,905.1,82.3,32.9,141.4,Bajo
BIC-1097,Edificacion_Patrimonial_1097,Popayán,Cauca,245,Adobe_Tapia,2018.1,83.5,19.5,28.3,Medio
BIC-1098,Edificacion_Patrimonial_1098,Medellín,Antioquia,178,Adobe_Tapia,1746.8,69.8,43.9,75.0,Bajo
BIC-1099,Edificacion_Patrimonial_1099,Villa de Leyva,Boyacá,54,Piedra_Ladrillo,969.9,63.0,25.8,118.5,Bajo
BIC-1100,Edificacion_Patrimonial_1100,Medellín,Antioquia,198,Ladrillo,1442.0,71.4,49.2,162.6,Bajo
BIC-1101,Edificacion_Patrimonial_1101,Cali,Valle del Cauca,279,Piedra_Ladrillo,1521.6,66.9,58.6,165.5,Medio
BIC-1102,Edificacion_Patrimonial_1102,Santa Marta,Magdalena,197,Adobe_Tapia,807.5,76.6,43.9,36.1,Medio
BIC-1103,Edificacion_Patrimonial_1103,Cartagena,Bolívar,255,Piedra_Concreto,1033.1,82.4,42.6,108.3,Medio
BIC-1104,Edificacion_Patrimonial_1104,Bogotá,Cundinamarca,211,Piedra_Coralina,742.0,76.4,57.6,53.6,Medio
BIC-1105,Edificacion_Patrimonial_1105,Villa de Leyva,Boyacá,139,Mamposteria,814.8,61.2,8.2,148.0,Bajo
BIC-1106,Edificacion_Patrimonial_1106,Bogotá,Cundinamarca,302,Mamposteria,696.4,73.7,48.4,9.4,Medio
BIC-1107,Edificacion_Patrimonial_1107,Cali,Valle del Cauca,50,Piedra_Coralina,1457.9,72.0,50.4,17.6,Medio
BIC-1108,Edificacion_Patrimonial_1108,Popayán,Cauca,202,Piedra_Coralina,2109.3,78.9,15.3,197.9,Medio
BIC-1109,Edificacion_Patrimonial_1109,Bogotá,Cundinamarca,165,Piedra_Concreto,839.1,72.4,57.2,493.8,Bajo
BIC-1110,Edificacion_Patrimonial_1110,Santa Marta,Magdalena,50,Piedra_Ladrillo,910.3,70.9,35.4,9.0,Medio
BIC-1111,Edificacion_Patrimonial_1111,Villa de Leyva,Boyacá,170,Piedra_Coralina,1019.3,61.1,13.0,17.9,Medio
BIC-1112,Edificacion_Patrimonial_1112,Popayán,Cauca,222,Adobe_Tapia,2033.1,80.2,21.9,39.8,Medio
BIC-1113,Edificacion_Patrimonial_1113,Bogotá,Cundinamarca,65,Ladrillo,882.8,66.5,49.4,133.5,Bajo
BIC-1114,Edificacion_Patrimonial_1114,Tunja,Boyacá,170,Piedra_Coralina,647.5,64.2,15.1,65.8,Bajo
BIC-1115,Edificacion_Patrimonial_1115,Cali,Valle del Cauca,50,Piedra_Coralina,1483.4,76.1,48.8,279.2,Medio
BIC-1116,Edificacion_Patrimonial_1116,Mompox,Bolívar,182,Piedra_Concreto,1235.5,90.4,17.0,36.2,Bajo
BIC-1117,Edificacion_Patrimonial_1117,Cartagena,Bolívar,50,Piedra_Coralina,959.5,73.0,32.3,326.0,Bajo
BIC-1118,Edificacion_Patrimonial_1118,Tunja,Boyacá,99,Ladrillo,620.7,61.6,20.4,11.7,Bajo
BIC-1119,Edificacion_Patrimonial_1119,Bogotá,Cundinamarca,134,Piedra_Coralina,690.3,81.8,52.0,134.5,Medio
BIC-1120,Edificacion_Patrimonial_1120,Mompox,Bolívar,50,Piedra_Ladrillo,1118.5,89.4,7.8,5.3,Bajo
BIC-1121,Edificacion_Patrimonial_1121,Medellín,Antioquia,62,Piedra_Concreto,1643.2,70.2,67.4,65.8,Bajo
BIC-1122,Edificacion_Patrimonial_1122,Cali,Valle del Cauca,185,Piedra_Ladrillo,1481.9,70.4,50.4,24.0,Medio
BIC-1123,Edificacion_Patrimonial_1123,Villa de Leyva,Boyacá,77,Piedra_Coralina,1068.5,69.2,18.2,234.5,Bajo
BIC-1124,Edificacion_Patrimonial_1124,Medellín,Antioquia,118,Piedra_Coralina,1547.0,62.6,63.8,344.3,Bajo
BIC-1125,Edificacion_Patrimonial_1125,Barichara,Santander,50,Ladrillo,882.2,58.5,16.6,25.7,Bajo
BIC-1126,Edificacion_Patrimonial_1126,Mompox,Bolívar,237,Mamposteria,1052.4,86.3,12.5,100.5,Bajo
BIC-1127,Edificacion_Patrimonial_1127,Medellín,Antioquia,50,Piedra_Coralina,1681.1,62.1,56.0,86.3,Bajo
BIC-1128,Edificacion_Patrimonial_1128,Bogotá,Cundinamarca,150,Ladrillo,899.2,76.0,47.8,41.6,Bajo
BIC-1129,Edificacion_Patrimonial_1129,Cartagena,Bolívar,133,Mamposteria,1161.9,79.4,29.8,146.4,Bajo
BIC-1130,Edificacion_Patrimonial_1130,Santa Marta,Magdalena,220,Piedra_Concreto,903.0,76.8,19.5,62.6,Bajo
BIC-1131,Edificacion_Patrimonial_1131,Medellín,Antioquia,104,Piedra_Coralina,1532.1,68.2,48.1,61.7,Bajo
BIC-1132,Edificacion_Patrimonial_1132,Santa Marta,Magdalena,136,Mamposteria,739.4,72.7,25.8,22.3,Medio
BIC-1133,Edificacion_Patrimonial_1133,Santa Marta,Magdalena,158,Ladrillo,945.5,83.4,23.9,190.7,Bajo
BIC-1134,Edificacion_Patrimonial_1134,Tunja,Boyacá,50,Adobe_Tapia,597.5,61.5,10.5,19.0,Bajo
BIC-1135,Edificacion_Patrimonial_1135,Tunja,Boyacá,210,Piedra_Ladrillo,627.8,58.3,37.7,272.4,Bajo
BIC-1136,Edificacion_Patrimonial_1136,Barichara,Santander,309,Piedra_Coralina,1214.0,61.5,10.2,104.7,Bajo
BIC-1137,Edificacion_Patrimonial_1137,Santa Marta,Magdalena,228,Piedra_Ladrillo,1119.9,76.9,27.2,55.7,Bajo
BIC-1138,Edificacion_Patrimonial_1138,Medellín,Antioquia,50,Piedra_Concreto,1623.1,67.9,75.9,37.1,Bajo
BIC-1139,Edificacion_Patrimonial_1139,Cali,Valle del Cauca,173,Piedra_Concreto,1504.9,71.4,46.2,83.5,Bajo
BIC-1140,Edificacion_Patrimonial_1140,Popayán,Cauca,107,Piedra_Coralina,2138.5,80.1,22.1,2.0,Medio
BIC-1141,Edificacion_Patrimonial_1141,Tunja,Boyacá,136,Ladrillo,813.7,64.1,19.8,171.1,Bajo
BIC-1142,Edificacion_Patrimonial_1142,Cartagena,Bolívar,199,Mamposteria,836.9,87.9,45.4,312.3,Medio
BIC-1143,Edificacion_Patrimonial_1143,Villa de Leyva,Boyacá,50,Ladrillo,974.5,65.7,22.3,35.4,Bajo
BIC-1144,Edificacion_Patrimonial_1144,Mompox,Bolívar,262,Mamposteria,1079.1,76.9,13.6,92.1,Bajo
BIC-1145,Edificacion_Patrimonial_1145,Santa Marta,Magdalena,139,Mamposteria,914.8,69.0,46.0,138.1,Bajo
BIC-1146,Edificacion_Patrimonial_1146,Barichara,Santander,190,Piedra_Concreto,1161.9,65.7,15.6,180.2,Bajo
BIC-1147,Edificacion_Patrimonial_1147,Medellín,Antioquia,111,Adobe_Tapia,1734.2,62.7,34.7,17.1,Medio
BIC-1148,Edificacion_Patrimonial_1148,Santa Marta,Magdalena,87,Piedra_Coralina,901.6,89.0,38.6,242.6,Medio
BIC-1149,Edificacion_Patrimonial_1149,Barichara,Santander,245,Piedra_Concreto,948.1,64.5,21.3,43.2,Bajo
BIC-1150,Edificacion_Patrimonial_1150,Cartagena,Bolívar,199,Piedra_Concreto,824.5,78.7,27.2,163.9,Bajo
BIC-1151,Edificacion_Patrimonial_1151,Medellín,Antioquia,81,Ladrillo,1588.8,73.6,60.1,27.6,Medio
BIC-1152,Edificacion_Patrimonial_1152,Popayán,Cauca,132,Adobe_Tapia,2035.5,79.7,41.2,169.7,Medio
BIC-1153,Edificacion_Patrimonial_1153,Barichara,Santander,137,Ladrillo,1350.1,56.7,11.5,109.9,Bajo
BIC-1154,Edificacion_Patrimonial_1154,Popayán,Cauca,201,Mamposteria,1937.2,71.3,46.4,180.9,Bajo
BIC-1155,Edificacion_Patrimonial_1155,Bogotá,Cundinamarca,120,Piedra_Ladrillo,672.9,85.2,59.7,153.2,Bajo
BIC-1156,Edificacion_Patrimonial_1156,Tunja,Boyacá,281,Ladrillo,531.8,72.3,12.6,2.1,Medio
BIC-1157,Edificacion_Patrimonial_1157,Popayán,Cauca,144,Adobe_Tapia,1954.9,78.4,35.5,265.7,Medio
BIC-1158,Edificacion_Patrimonial_1158,Bogotá,Cundinamarca,50,Piedra_Ladrillo,527.9,76.0,52.4,28.4,Medio
BIC-1159,Edificacion_Patrimonial_1159,Bogotá,Cundinamarca,152,Mamposteria,909.0,80.4,61.9,14.0,Medio
BIC-1160,Edificacion_Patrimonial_1160,Barichara,Santander,115,Adobe_Tapia,1109.3,55.9,14.9,20.2,Bajo
BIC-1161,Edificacion_Patrimonial_1161,Bogotá,Cundinamarca,71,Ladrillo,644.3,71.7,56.9,70.1,Bajo
BIC-1162,Edificacion_Patrimonial_1162,Bogotá,Cundinamarca,173,Ladrillo,712.6,79.2,75.4,134.1,Medio
BIC-1163,Edificacion_Patrimonial_1163,Villa de Leyva,Boyacá,243,Mamposteria,827.6,61.8,-9.4,104.4,Bajo
BIC-1164,Edificacion_Patrimonial_1164,Barichara,Santander,50,Piedra_Concreto,1194.8,63.1,20.0,13.6,Bajo
BIC-1165,Edificacion_Patrimonial_1165,Medellín,Antioquia,239,Piedra_Ladrillo,1475.7,70.0,57.2,2.0,Medio
BIC-1166,Edificacion_Patrimonial_1166,Cali,Valle del Cauca,50,Piedra_Ladrillo,1548.7,75.4,41.7,53.8,Bajo
BIC-1167,Edificacion_Patrimonial_1167,Mompox,Bolívar,183,Mamposteria,1222.1,77.6,11.2,72.8,Bajo
BIC-1168,Edificacion_Patrimonial_1168,Medellín,Antioquia,164,Mamposteria,1608.6,72.3,61.5,13.1,Medio
BIC-1169,Edificacion_Patrimonial_1169,Santa Marta,Magdalena,233,Adobe_Tapia,989.3,77.4,4.5,7.3,Medio
BIC-1170,Edificacion_Patrimonial_1170,Cartagena,Bolívar,75,Piedra_Concreto,931.6,81.6,36.7,61.8,Bajo
BIC-1171,Edificacion_Patrimonial_1171,Barichara,Santander,74,Ladrillo,1147.7,70.6,14.0,201.6,Bajo
BIC-1172,Edificacion_Patrimonial_1172,Bogotá,Cundinamarca,269,Piedra_Concreto,951.2,76.8,50.3,30.8,Medio
BIC-1173,Edificacion_Patrimonial_1173,Medellín,Antioquia,162,Mamposteria,1679.8,64.1,67.1,58.5,Medio
BIC-1174,Edificacion_Patrimonial_1174,Tunja,Boyacá,256,Mamposteria,708.2,63.4,25.4,173.0,Bajo
BIC-1175,Edificacion_Patrimonial_1175,Villa de Leyva,Boyacá,50,Mamposteria,1035.9,68.8,0.6,130.9,Bajo
BIC-1176,Edificacion_Patrimonial_1176,Medellín,Antioquia,291,Piedra_Concreto,1527.8,73.4,70.1,5.3,Alto
BIC-1177,Edificacion_Patrimonial_1177,Santa Marta,Magdalena,139,Mamposteria,1092.8,75.6,21.9,66.0,Bajo
BIC-1178,Edificacion_Patrimonial_1178,Santa Marta,Magdalena,128,Adobe_Tapia,1067.3,78.0,32.4,64.6,Medio
BIC-1179,Edificacion_Patrimonial_1179,Santa Marta,Magdalena,150,Adobe_Tapia,832.1,77.6,15.6,151.5,Bajo
BIC-1180,Edificacion_Patrimonial_1180,Bogotá,Cundinamarca,91,Piedra_Coralina,912.6,75.8,62.5,47.8,Medio
BIC-1181,Edificacion_Patrimonial_1181,Medellín,Antioquia,349,Mamposteria,1654.6,64.8,88.2,70.3,Medio
BIC-1182,Edificacion_Patrimonial_1182,Medellín,Antioquia,186,Adobe_Tapia,1603.3,62.6,61.2,145.3,Medio
BIC-1183,Edificacion_Patrimonial_1183,Popayán,Cauca,73,Adobe_Tapia,2065.8,73.0,25.5,271.8,Bajo
BIC-1184,Edificacion_Patrimonial_1184,Cali,Valle del Cauca,103,Adobe_Tapia,1406.2,64.4,31.3,158.3,Bajo
BIC-1185,Edificacion_Patrimonial_1185,Medellín,Antioquia,50,Ladrillo,1633.2,68.3,42.5,16.0,Medio
BIC-1186,Edificacion_Patrimonial_1186,Medellín,Antioquia,244,Ladrillo,1850.3,69.4,61.4,243.3,Medio
BIC-1187,Edificacion_Patrimonial_1187,Tunja,Boyacá,118,Piedra_Coralina,575.5,64.5,26.1,2.0,Medio
BIC-1188,Edificacion_Patrimonial_1188,Villa de Leyva,Boyacá,102,Piedra_Ladrillo,892.5,54.9,23.5,64.1,Bajo
BIC-1189,Edificacion_Patrimonial_1189,Popayán,Cauca,227,Mamposteria,2129.9,74.1,44.0,171.2,Medio
BIC-1190,Edificacion_Patrimonial_1190,Barichara,Santander,50,Mamposteria,1126.7,62.6,11.5,198.6,Bajo
BIC-1191,Edificacion_Patrimonial_1191,Cartagena,Bolívar,181,Piedra_Ladrillo,1007.4,84.3,32.4,38.7,Bajo
BIC-1192,Edificacion_Patrimonial_1192,Medellín,Antioquia,99,Piedra_Coralina,1657.3,59.9,56.3,21.1,Medio
BIC-1193,Edificacion_Patrimonial_1193,Cali,Valle del Cauca,114,Piedra_Coralina,1358.5,62.0,42.7,38.7,Bajo
BIC-1194,Edificacion_Patrimonial_1194,Tunja,Boyacá,158,Piedra_Concreto,683.3,64.7,16.2,208.0,Bajo
BIC-1195,Edificacion_Patrimonial_1195,Bogotá,Cundinamarca,104,Adobe_Tapia,811.9,77.9,69.1,84.5,Medio
BIC-1196,Edificacion_Patrimonial_1196,Mompox,Bolívar,50,Mamposteria,1252.3,99.4,17.8,33.3,Bajo
BIC-1197,Edificacion_Patrimonial_1197,Popayán,Cauca,119,Mamposteria,2120.2,77.9,15.2,17.5,Medio
BIC-1198,Edificacion_Patrimonial_1198,Tunja,Boyacá,50,Piedra_Concreto,629.1,60.5,23.4,56.3,Bajo
BIC-1199,Edificacion_Patrimonial_1199,Mompox,Bolívar,195,Ladrillo,1166.9,81.4,23.5,155.7,Bajo
BIC-1200,Edificacion_Patrimonial_1200,Villa de Leyva,Boyacá,50,Mamposteria,925.8,62.1,16.1,454.2,Bajo
